Region,Technology,Country,Year,Latitude_Round,Longitude_Round,Total_Capacity
Southern Europe,Wind,Greece,2023,41.0,21.2,125.3
Southern Europe,Wind,Greece,2023,41.0,23.85,115.5
Southern Europe,Wind,Greece,2023,41.0,25.18,114.9
Southern Europe,Wind,Greece,2023,38.0,20.3,104.3
Southern Europe,Wind,Greece,2023,40.0,20.89,90.0
Southern Europe,Wind,Greece,2023,39.0,20.59,89.8
Southern Europe,Wind,Greece,2023,35.0,25.64,42.1
Southern Europe,Wind,Greece,2023,36.0,28.43,23.4
Southern Europe,Wind,Greece,2023,36.0,27.19,17.8
Southern Europe,Wind,Greece,2023,38.0,25.38,15.0
Southern Europe,Wind,Greece,2023,35.0,24.42,14.4
Southern Europe,Wind,Greece,2023,37.0,21.29,12.0
Southern Europe,Wind,Greece,2023,39.0,24.45,11.2
Southern Europe,Wind,Greece,2023,41.0,22.53,10.0
Southern Europe,Wind,Greece,2024,38.0,22.84,1055.2
Southern Europe,Wind,Greece,2024,38.0,24.11,1020.1
Southern Europe,Wind,Greece,2024,37.0,22.54,387.6
Southern Europe,Wind,Greece,2024,41.0,26.5,366.6
Southern Europe,Wind,Greece,2024,40.0,22.19,333.9
Southern Europe,Wind,Greece,2024,38.0,21.57,270.1
Southern Europe,Wind,Greece,2024,39.0,21.87,140.9
Southern Europe,Wind,Greece,2024,37.0,23.79,138.3
Southern Europe,Wind,Greece,2024,39.0,23.16,137.6
Southern Europe,Wind,Greece,2024,41.0,21.2,125.3
Southern Europe,Wind,Greece,2024,41.0,23.85,115.5
Southern Europe,Wind,Greece,2024,41.0,25.18,114.9
Southern Europe,Wind,Greece,2024,38.0,20.3,104.3
Southern Europe,Wind,Greece,2024,40.0,20.89,90.0
Southern Europe,Wind,Greece,2024,39.0,20.59,89.8
Southern Europe,Wind,Greece,2024,35.0,25.64,42.1
Southern Europe,Wind,Greece,2024,36.0,28.43,23.4
Southern Europe,Wind,Greece,2024,36.0,27.19,17.8
Southern Europe,Wind,Greece,2024,38.0,25.38,15.0
Southern Europe,Wind,Greece,2024,35.0,24.42,14.4
Southern Europe,Wind,Greece,2024,37.0,21.29,12.0
Southern Europe,Wind,Greece,2024,39.0,24.45,11.2
Southern Europe,Wind,Greece,2024,41.0,22.53,10.0
Southern Europe,Wind,Greece,2025,38.0,24.11,1056.1
Southern Europe,Wind,Greece,2025,38.0,22.84,1055.2
Southern Europe,Wind,Greece,2025,37.0,22.54,387.6
Southern Europe,Wind,Greece,2025,41.0,26.5,366.6
Southern Europe,Wind,Greece,2025,40.0,22.19,333.9
Southern Europe,Wind,Greece,2025,38.0,21.57,270.1
Southern Europe,Wind,Greece,2025,39.0,23.16,171.2
Southern Europe,Wind,Greece,2025,39.0,21.87,140.9
Southern Europe,Wind,Greece,2025,37.0,23.79,138.3
Southern Europe,Wind,Greece,2025,41.0,21.2,125.3
Southern Europe,Wind,Greece,2025,41.0,23.85,115.5
Southern Europe,Wind,Greece,2025,41.0,25.18,114.9
Southern Europe,Wind,Greece,2025,38.0,20.3,104.3
Southern Europe,Wind,Greece,2025,40.0,20.89,90.0
Southern Europe,Wind,Greece,2025,39.0,20.59,89.8
Southern Europe,Wind,Greece,2025,35.0,25.64,42.1
Southern Europe,Wind,Greece,2025,36.0,28.43,23.4
Southern Europe,Wind,Greece,2025,36.0,27.19,17.8
Southern Europe,Wind,Greece,2025,38.0,25.38,15.0
Southern Europe,Wind,Greece,2025,35.0,24.42,14.4
Southern Europe,Wind,Greece,2025,37.0,21.29,12.0
Southern Europe,Wind,Greece,2025,39.0,24.45,11.2
Southern Europe,Wind,Greece,2025,41.0,22.53,10.0
Southern Europe,Wind,Italy,2023,41.0,15.9,2819.9
Southern Europe,Wind,Italy,2023,41.0,14.58,1137.6
Southern Europe,Wind,Italy,2023,39.0,16.73,864.0
Southern Europe,Wind,Italy,2023,38.0,13.96,688.6
Southern Europe,Wind,Italy,2023,42.0,14.8,638.0
Southern Europe,Wind,Italy,2023,38.0,12.69,555.0
Southern Europe,Wind,Italy,2023,40.0,9.14,495.0
Southern Europe,Wind,Italy,2023,41.0,9.28,420.0
Southern Europe,Wind,Italy,2023,37.0,15.03,400.0
Southern Europe,Wind,Italy,2023,43.0,12.31,354.0
Southern Europe,Wind,Italy,2023,39.0,9.01,212.0
Southern Europe,Wind,Italy,2023,41.0,17.23,205.0
Southern Europe,Wind,Italy,2023,40.0,18.28,193.0
Southern Europe,Wind,Italy,2023,37.0,13.77,163.0
Southern Europe,Wind,Italy,2023,42.0,13.46,156.0
Southern Europe,Wind,Italy,2023,40.0,16.97,155.0
Southern Europe,Wind,Italy,2023,38.0,15.23,142.0
Southern Europe,Wind,Italy,2023,42.0,16.15,111.0
Southern Europe,Wind,Italy,2023,40.0,15.66,83.0
Southern Europe,Wind,Italy,2023,43.0,10.94,83.0
Southern Europe,Wind,Italy,2023,41.0,7.95,58.0
Southern Europe,Wind,Italy,2023,44.0,8.34,40.2
Southern Europe,Wind,Italy,2023,40.0,7.83,31.0
Southern Europe,Wind,Italy,2023,44.0,9.73,30.0
Southern Europe,Wind,Italy,2023,44.0,11.12,27.0
Southern Europe,Wind,Italy,2023,42.0,12.11,10.0
Southern Europe,Wind,Italy,2023,44.0,12.51,10.0
Southern Europe,Wind,Italy,2024,41.0,15.9,2831.9
Southern Europe,Wind,Italy,2024,41.0,14.58,1221.6
Southern Europe,Wind,Italy,2024,39.0,16.73,864.0
Southern Europe,Wind,Italy,2024,38.0,13.96,735.6
Southern Europe,Wind,Italy,2024,42.0,14.8,650.0
Southern Europe,Wind,Italy,2024,38.0,12.69,535.0
Southern Europe,Wind,Italy,2024,37.0,15.03,501.0
Southern Europe,Wind,Italy,2024,40.0,9.14,495.0
Southern Europe,Wind,Italy,2024,41.0,9.28,420.0
Southern Europe,Wind,Italy,2024,43.0,12.31,354.0
Southern Europe,Wind,Italy,2024,41.0,17.23,220.0
Southern Europe,Wind,Italy,2024,39.0,9.01,212.0
Southern Europe,Wind,Italy,2024,40.0,18.28,193.0
Southern Europe,Wind,Italy,2024,42.0,16.15,165.0
Southern Europe,Wind,Italy,2024,37.0,13.77,163.0
Southern Europe,Wind,Italy,2024,42.0,13.46,156.0
Southern Europe,Wind,Italy,2024,40.0,16.97,155.0
Southern Europe,Wind,Italy,2024,38.0,15.23,142.0
Southern Europe,Wind,Italy,2024,40.0,15.66,83.0
Southern Europe,Wind,Italy,2024,43.0,10.94,83.0
Southern Europe,Wind,Italy,2024,41.0,7.95,58.0
Southern Europe,Wind,Italy,2024,44.0,8.34,40.2
Southern Europe,Wind,Italy,2024,40.0,7.83,31.0
Southern Europe,Wind,Italy,2024,44.0,9.73,30.0
Southern Europe,Wind,Italy,2024,44.0,11.12,27.0
Southern Europe,Wind,Italy,2024,42.0,12.11,10.0
Southern Europe,Wind,Italy,2024,44.0,12.51,10.0
Southern Europe,Wind,Italy,2025,41.0,15.9,2831.9
Southern Europe,Wind,Italy,2025,41.0,14.58,1221.6
Southern Europe,Wind,Italy,2025,39.0,16.73,864.0
Southern Europe,Wind,Italy,2025,38.0,13.96,735.6
Southern Europe,Wind,Italy,2025,42.0,14.8,650.0
Southern Europe,Wind,Italy,2025,38.0,12.69,535.0
Southern Europe,Wind,Italy,2025,37.0,15.03,501.0
Southern Europe,Wind,Italy,2025,40.0,9.14,495.0
Southern Europe,Wind,Italy,2025,41.0,9.28,420.0
Southern Europe,Wind,Italy,2025,43.0,12.31,354.0
Southern Europe,Wind,Italy,2025,41.0,17.23,274.0
Southern Europe,Wind,Italy,2025,39.0,9.01,212.0
Southern Europe,Wind,Italy,2025,40.0,18.28,193.0
Southern Europe,Wind,Italy,2025,42.0,16.15,165.0
Southern Europe,Wind,Italy,2025,37.0,13.77,163.0
Southern Europe,Wind,Italy,2025,42.0,13.46,156.0
Southern Europe,Wind,Italy,2025,40.0,16.97,155.0
Southern Europe,Wind,Italy,2025,38.0,15.23,142.0
Southern Europe,Wind,Italy,2025,40.0,15.66,83.0
Southern Europe,Wind,Italy,2025,43.0,10.94,83.0
Southern Europe,Wind,Italy,2025,41.0,7.95,58.0
Southern Europe,Wind,Italy,2025,44.0,8.34,40.2
Southern Europe,Wind,Italy,2025,40.0,7.83,31.0
Southern Europe,Wind,Italy,2025,44.0,9.73,30.0
Southern Europe,Wind,Italy,2025,44.0,11.12,27.0
Southern Europe,Wind,Italy,2025,42.0,12.11,10.0
Southern Europe,Wind,Italy,2025,44.0,12.51,10.0
Southern Europe,Wind,Montenegro,2023,43.0,19.14,72.0
Southern Europe,Wind,Montenegro,2023,42.0,18.84,46.0
Southern Europe,Wind,Montenegro,2024,43.0,19.14,72.0
Southern Europe,Wind,Montenegro,2024,42.0,18.84,46.0
Southern Europe,Wind,Montenegro,2025,43.0,19.14,72.0
Southern Europe,Wind,Montenegro,2025,42.0,18.84,46.0
Southern Europe,Wind,North Macedonia,2023,41.0,22.53,37.0
Southern Europe,Wind,North Macedonia,2023,42.0,21.53,36.0
Southern Europe,Wind,North Macedonia,2024,41.0,22.53,37.0
Southern Europe,Wind,North Macedonia,2024,42.0,21.53,36.0
Southern Europe,Wind,North Macedonia,2025,41.0,22.53,37.0
Southern Europe,Wind,North Macedonia,2025,42.0,21.53,36.0
Southern Europe,Wind,Portugal,2023,41.0,-7.95,1675.9
Southern Europe,Wind,Portugal,2023,40.0,-7.83,1354.6
Southern Europe,Wind,Portugal,2023,42.0,-8.07,833.6
Southern Europe,Wind,Portugal,2023,39.0,-9.01,386.0
Southern Europe,Wind,Portugal,2023,40.0,-9.14,248.0
Southern Europe,Wind,Portugal,2023,41.0,-6.63,154.0
Southern Europe,Wind,Portugal,2023,37.0,-8.76,145.0
Southern Europe,Wind,Portugal,2023,37.0,-7.51,136.0
Southern Europe,Wind,Portugal,2023,40.0,-6.53,60.0
Southern Europe,Wind,Portugal,2023,42.0,-9.42,58.0
Southern Europe,Wind,Portugal,2023,33.0,-16.69,10.0
Southern Europe,Wind,Portugal,2023,38.0,-8.88,10.0
Southern Europe,Wind,Portugal,2024,41.0,-7.95,1675.9
Southern Europe,Wind,Portugal,2024,40.0,-7.83,1354.6
Southern Europe,Wind,Portugal,2024,42.0,-8.07,833.6
Southern Europe,Wind,Portugal,2024,39.0,-9.01,386.0
Southern Europe,Wind,Portugal,2024,40.0,-9.14,248.0
Southern Europe,Wind,Portugal,2024,41.0,-6.63,154.0
Southern Europe,Wind,Portugal,2024,37.0,-8.76,145.0
Southern Europe,Wind,Portugal,2024,37.0,-7.51,136.0
Southern Europe,Wind,Portugal,2024,40.0,-6.53,60.0
Southern Europe,Wind,Portugal,2024,42.0,-9.42,58.0
Southern Europe,Wind,Portugal,2024,33.0,-16.69,10.0
Southern Europe,Wind,Portugal,2024,38.0,-8.88,10.0
Southern Europe,Wind,Portugal,2025,41.0,-7.95,1675.9
Southern Europe,Wind,Portugal,2025,40.0,-7.83,1354.6
Southern Europe,Wind,Portugal,2025,42.0,-8.07,833.6
Southern Europe,Wind,Portugal,2025,39.0,-9.01,386.0
Southern Europe,Wind,Portugal,2025,40.0,-9.14,248.0
Southern Europe,Wind,Portugal,2025,41.0,-6.63,154.0
Southern Europe,Wind,Portugal,2025,37.0,-8.76,145.0
Southern Europe,Wind,Portugal,2025,37.0,-7.51,136.0
Southern Europe,Wind,Portugal,2025,40.0,-6.53,60.0
Southern Europe,Wind,Portugal,2025,42.0,-9.42,58.0
Southern Europe,Wind,Portugal,2025,33.0,-16.69,10.0
Southern Europe,Wind,Portugal,2025,38.0,-8.88,10.0
Southern Europe,Wind,Serbia,2023,45.0,21.21,374.0
Southern Europe,Wind,Serbia,2023,45.0,19.8,20.0
Southern Europe,Wind,Serbia,2023,46.0,20.15,10.0
Southern Europe,Wind,Serbia,2024,45.0,21.21,574.1
Southern Europe,Wind,Serbia,2024,45.0,19.8,20.0
Southern Europe,Wind,Serbia,2024,46.0,20.15,10.0
Southern Europe,Wind,Serbia,2025,45.0,21.21,574.1
Southern Europe,Wind,Serbia,2025,45.0,19.8,20.0
Southern Europe,Wind,Serbia,2025,46.0,20.15,10.0
Southern Europe,Wind,Spain,2023,42.0,-1.35,3532.0
Southern Europe,Wind,Spain,2023,41.0,-1.33,2326.6
Southern Europe,Wind,Spain,2023,39.0,-1.29,2011.5
Southern Europe,Wind,Spain,2023,42.0,-4.04,1678.5
Southern Europe,Wind,Spain,2023,39.0,-2.57,1482.2
Southern Europe,Wind,Spain,2023,43.0,-8.2,1413.4
Southern Europe,Wind,Spain,2023,43.0,-6.84,1289.0
Southern Europe,Wind,Spain,2023,42.0,-5.38,1206.0
Southern Europe,Wind,Spain,2023,40.0,-1.31,1166.2
Southern Europe,Wind,Spain,2023,41.0,-2.65,1056.0
Southern Europe,Wind,Spain,2023,41.0,0.0,950.8
Southern Europe,Wind,Spain,2023,42.0,-2.69,919.2
Southern Europe,Wind,Spain,2023,36.0,-6.18,882.0
Southern Europe,Wind,Spain,2023,43.0,-4.1,743.0
Southern Europe,Wind,Spain,2023,37.0,-2.5,741.0
Southern Europe,Wind,Spain,2023,37.0,-5.01,728.0
Southern Europe,Wind,Spain,2023,43.0,-9.57,604.3
Southern Europe,Wind,Spain,2023,42.0,-6.73,567.0
Southern Europe,Wind,Spain,2023,37.0,-6.26,525.0
Southern Europe,Wind,Spain,2023,43.0,-1.37,524.2
Southern Europe,Wind,Spain,2023,42.0,-8.07,457.0
Southern Europe,Wind,Spain,2023,42.0,0.0,424.0
Southern Europe,Wind,Spain,2023,44.0,-8.34,390.0
Southern Europe,Wind,Spain,2023,43.0,-2.73,352.0
Southern Europe,Wind,Spain,2023,40.0,-2.61,337.0
Southern Europe,Wind,Spain,2023,41.0,1.33,335.0
Southern Europe,Wind,Spain,2023,40.0,0.0,330.0
Southern Europe,Wind,Spain,2023,42.0,1.35,325.0
Southern Europe,Wind,Spain,2023,44.0,-6.95,294.0
Southern Europe,Wind,Spain,2023,39.0,-3.86,260.0
Southern Europe,Wind,Spain,2023,41.0,-5.3,238.0
Southern Europe,Wind,Spain,2023,38.0,-7.61,228.0
Southern Europe,Wind,Spain,2023,41.0,-3.98,228.0
Southern Europe,Wind,Spain,2023,37.0,-3.76,202.0
Southern Europe,Wind,Spain,2023,28.0,-16.99,185.0
Southern Europe,Wind,Spain,2023,43.0,-5.47,135.0
Southern Europe,Wind,Spain,2023,37.0,-7.51,123.0
Southern Europe,Wind,Spain,2023,36.0,-4.94,121.0
Southern Europe,Wind,Spain,2023,40.0,-6.53,110.0
Southern Europe,Wind,Spain,2023,40.0,-3.92,103.0
Southern Europe,Wind,Spain,2023,38.0,-1.27,98.0
Southern Europe,Wind,Spain,2023,29.0,-13.72,89.0
Southern Europe,Wind,Spain,2023,28.0,-15.86,75.2
Southern Europe,Wind,Spain,2023,40.0,-5.22,61.0
Southern Europe,Wind,Spain,2023,38.0,-2.54,58.0
Southern Europe,Wind,Spain,2023,41.0,-6.63,33.0
Southern Europe,Wind,Spain,2023,38.0,-6.35,20.0
Southern Europe,Wind,Spain,2023,38.0,-3.81,15.0
Southern Europe,Wind,Spain,2023,42.0,-9.42,11.0
Southern Europe,Wind,Spain,2023,28.0,-13.59,10.0
Southern Europe,Wind,Spain,2024,42.0,-1.35,3651.9
Southern Europe,Wind,Spain,2024,41.0,-1.33,2426.6
Southern Europe,Wind,Spain,2024,39.0,-1.29,2011.5
Southern Europe,Wind,Spain,2024,42.0,-4.04,1792.5
Southern Europe,Wind,Spain,2024,39.0,-2.57,1482.2
Southern Europe,Wind,Spain,2024,43.0,-8.2,1413.4
Southern Europe,Wind,Spain,2024,43.0,-6.84,1289.0
Southern Europe,Wind,Spain,2024,42.0,-5.38,1256.0
Southern Europe,Wind,Spain,2024,40.0,-1.31,1166.2
Southern Europe,Wind,Spain,2024,41.0,-2.65,1056.0
Southern Europe,Wind,Spain,2024,42.0,-2.69,969.2
Southern Europe,Wind,Spain,2024,41.0,0.0,950.8
Southern Europe,Wind,Spain,2024,36.0,-6.18,882.0
Southern Europe,Wind,Spain,2024,43.0,-4.1,790.2
Southern Europe,Wind,Spain,2024,37.0,-2.5,741.0
Southern Europe,Wind,Spain,2024,37.0,-5.01,728.0
Southern Europe,Wind,Spain,2024,43.0,-9.57,604.3
Southern Europe,Wind,Spain,2024,42.0,-6.73,602.0
Southern Europe,Wind,Spain,2024,43.0,-1.37,571.2
Southern Europe,Wind,Spain,2024,37.0,-6.26,525.0
Southern Europe,Wind,Spain,2024,42.0,-8.07,457.0
Southern Europe,Wind,Spain,2024,42.0,0.0,424.0
Southern Europe,Wind,Spain,2024,44.0,-8.34,390.0
Southern Europe,Wind,Spain,2024,43.0,-2.73,352.0
Southern Europe,Wind,Spain,2024,40.0,-2.61,337.0
Southern Europe,Wind,Spain,2024,41.0,1.33,335.0
Southern Europe,Wind,Spain,2024,40.0,0.0,330.0
Southern Europe,Wind,Spain,2024,42.0,1.35,325.0
Southern Europe,Wind,Spain,2024,44.0,-6.95,294.0
Southern Europe,Wind,Spain,2024,39.0,-3.86,260.0
Southern Europe,Wind,Spain,2024,41.0,-5.3,238.0
Southern Europe,Wind,Spain,2024,38.0,-7.61,228.0
Southern Europe,Wind,Spain,2024,41.0,-3.98,228.0
Southern Europe,Wind,Spain,2024,37.0,-3.76,202.0
Southern Europe,Wind,Spain,2024,28.0,-16.99,185.0
Southern Europe,Wind,Spain,2024,43.0,-5.47,135.0
Southern Europe,Wind,Spain,2024,37.0,-7.51,123.0
Southern Europe,Wind,Spain,2024,36.0,-4.94,121.0
Southern Europe,Wind,Spain,2024,40.0,-6.53,110.0
Southern Europe,Wind,Spain,2024,40.0,-3.92,103.0
Southern Europe,Wind,Spain,2024,38.0,-1.27,98.0
Southern Europe,Wind,Spain,2024,29.0,-13.72,89.0
Southern Europe,Wind,Spain,2024,28.0,-15.86,75.2
Southern Europe,Wind,Spain,2024,40.0,-5.22,61.0
Southern Europe,Wind,Spain,2024,38.0,-2.54,58.0
Southern Europe,Wind,Spain,2024,41.0,-6.63,33.0
Southern Europe,Wind,Spain,2024,38.0,-6.35,20.0
Southern Europe,Wind,Spain,2024,38.0,-3.81,15.0
Southern Europe,Wind,Spain,2024,42.0,-9.42,11.0
Southern Europe,Wind,Spain,2024,28.0,-13.59,10.0
Southern Europe,Wind,Spain,2025,42.0,-1.35,3701.9
Southern Europe,Wind,Spain,2025,41.0,-1.33,2475.4
Southern Europe,Wind,Spain,2025,39.0,-1.29,2011.5
Southern Europe,Wind,Spain,2025,42.0,-4.04,1890.5
Southern Europe,Wind,Spain,2025,39.0,-2.57,1482.2
Southern Europe,Wind,Spain,2025,43.0,-8.2,1413.4
Southern Europe,Wind,Spain,2025,42.0,-5.38,1305.5
Southern Europe,Wind,Spain,2025,43.0,-6.84,1289.0
Southern Europe,Wind,Spain,2025,42.0,-2.69,1237.2
Southern Europe,Wind,Spain,2025,40.0,-1.31,1166.2
Southern Europe,Wind,Spain,2025,41.0,-2.65,1056.0
Southern Europe,Wind,Spain,2025,41.0,0.0,950.8
Southern Europe,Wind,Spain,2025,36.0,-6.18,882.0
Southern Europe,Wind,Spain,2025,43.0,-4.1,790.2
Southern Europe,Wind,Spain,2025,37.0,-2.5,741.0
Southern Europe,Wind,Spain,2025,37.0,-5.01,728.0
Southern Europe,Wind,Spain,2025,42.0,-6.73,625.6
Southern Europe,Wind,Spain,2025,43.0,-9.57,604.3
Southern Europe,Wind,Spain,2025,43.0,-1.37,571.2
Southern Europe,Wind,Spain,2025,37.0,-6.26,525.0
Southern Europe,Wind,Spain,2025,42.0,-8.07,457.0
Southern Europe,Wind,Spain,2025,42.0,0.0,424.0
Southern Europe,Wind,Spain,2025,44.0,-8.34,390.0
Southern Europe,Wind,Spain,2025,43.0,-2.73,352.0
Southern Europe,Wind,Spain,2025,40.0,-2.61,337.0
Southern Europe,Wind,Spain,2025,41.0,1.33,335.0
Southern Europe,Wind,Spain,2025,40.0,0.0,330.0
Southern Europe,Wind,Spain,2025,42.0,1.35,325.0
Southern Europe,Wind,Spain,2025,44.0,-6.95,294.0
Southern Europe,Wind,Spain,2025,39.0,-3.86,260.0
Southern Europe,Wind,Spain,2025,41.0,-5.3,238.0
Southern Europe,Wind,Spain,2025,38.0,-7.61,228.0
Southern Europe,Wind,Spain,2025,41.0,-3.98,228.0
Southern Europe,Wind,Spain,2025,37.0,-3.76,202.0
Southern Europe,Wind,Spain,2025,28.0,-16.99,185.0
Southern Europe,Wind,Spain,2025,43.0,-5.47,135.0
Southern Europe,Wind,Spain,2025,37.0,-7.51,123.0
Southern Europe,Wind,Spain,2025,36.0,-4.94,121.0
Southern Europe,Wind,Spain,2025,40.0,-6.53,110.0
Southern Europe,Wind,Spain,2025,40.0,-3.92,103.0
Southern Europe,Wind,Spain,2025,38.0,-1.27,98.0
Southern Europe,Wind,Spain,2025,29.0,-13.72,89.0
Southern Europe,Wind,Spain,2025,28.0,-15.86,75.2
Southern Europe,Wind,Spain,2025,40.0,-5.22,61.0
Southern Europe,Wind,Spain,2025,38.0,-2.54,58.0
Southern Europe,Wind,Spain,2025,41.0,-6.63,33.0
Southern Europe,Wind,Spain,2025,38.0,-6.35,20.0
Southern Europe,Wind,Spain,2025,38.0,-3.81,15.0
Southern Europe,Wind,Spain,2025,42.0,-9.42,11.0
Southern Europe,Wind,Spain,2025,28.0,-13.59,10.0
